orderId,oldCentre,newCentre
01GPXM46PT4W8M3KZG1T09SZY5,TEMA,KINTAMPO
01HMC0W57YF0FM2BYF3HT2YKT0,ACCRA,KINTAMPO
01HMC120N3D86PX9N6YGKX59YC,KINTAMPO,KINTAMPO
01HMC16DG00DRCSN4ZCCJ3VJ39,ACCRA,KINTAMPO
01GPXKZ3VBFZXM6TP95ZTDX26F,TEMA,KINTAMPO
01HMC56KP8NYTFSGKZWPJ9GJJH,ACCRA,KINTAMPO
01HMC1DDCC5T1P0TN7NC2X5ZT3,ACCRA,KINTAMPO
01HMC1F7VZPG97YZ7AXQYWM03V,ACCRA,KINTAMPO
01HMC1STAN60MXVK59HZ4QZBVG,KOFORIDUA,KINTAMPO
01HMC1TEEV1ZXEX4Y4MAYZTHGX,ACCRA,KINTAMPO
01GPXK5R74XFCYPYE76X2Z6W62,TEMA,KINTAMPO
01HMC29HKK2T6MGZ0DWDBAPF8F,ACCRA,KINTAMPO
01HMC2BVW5BX3TGT2WFK48HMCC,ACCRA,KINTAMPO
01HMC2KPYRT8CXV51NHK6VND5R,KOFORIDUA,KINTAMPO
01HMC2MPN8YZ6NKTE704A33DE4,ACCRA,KINTAMPO
01HMC34A8Z0QEZCP8B2GS0PXQF,KOFORIDUA,KINTAMPO
01GPXD4BMPQ6BKQD1WAS4PZPY1,KOFORIDUA,KINTAMPO
01HMEDGEK1PDQD7Y61SPXMPXBR,TEMA,KINTAMPO
01HM8WS9YAJM4PGEZ1CA8VEHE8,KINTAMPO,KINTAMPO
01HMEPMG8RQJQ46ANQYN0GA4K7,KOFORIDUA,KINTAMPO
01HMENBMNSQZ79S74XQGKA4JFH,BOLGATANGA,KINTAMPO
01HMENCWJ014R2R70Z0PEFCQFC,TEMA,KINTAMPO
01HMENRTZWN7X0PVBYMJ5ZDF0J,ACCRA,KINTAMPO
01GPX7SX2D9ZSF6MEVA9JXPB96,TEMA,KINTAMPO
01HMENYN3HBR0N962MZ02MC398,TEMA,KINTAMPO
01HMEP1SEH80HPRKZ327WXSDZ8,ACCRA,KINTAMPO
01HMEPCH9YK7H5YQ4R3AX4B7ZQ,TEMA,KINTAMPO
01HMEPDTXHV687GZGS8Y8CF0R5,TEMA,KINTAMPO
01GPX7K1QBYYVYJSBNBYJK2TPT,TEMA,KINTAMPO
01HMEPJ0HG0DKSR7HZWVK9RZCX,TEMA,KINTAMPO
01HMEQC0G149CYZCQBWQMWJ25F,ACCRA,KINTAMPO
01HMEMY022MNE6HVH69N6JR37X,TEMA,KINTAMPO
01HMERHR5DJDCT6V0SXR8KN224,ACCRA,KINTAMPO
01HMEX91HTZKE4QHYGRBC0EQ8Q,ACCRA,KINTAMPO
01GPX5RED6V4KNYEQQKX7RK2Q3,TEMA,KINTAMPO
01HMGFRN3G412TSA3D6AZ3ZCTJ,ACCRA,KINTAMPO
01HMGGXBPPGRB93ATVZCH29XXC,KOFORIDUA,KINTAMPO
01GPX3BMM8F9ZSQ2XQPM7G0PV6,TEMA,KINTAMPO
01GPX0SNABWEVYFBMMY7J0QE81,BOLGATANGA,KINTAMPO
01HMGQPZH5DCX45AW56MWXEH9Z,ACCRA,KINTAMPO
01HMGR4CNMZJDQEEBFPGX8F4FJ,ACCRA,KINTAMPO
01HMGSSPHFKEFW4KHTTTV6PP16,ACCRA,KINTAMPO
01HMEN639FENWA9SX6DQRN0EBV,TEMA,KINTAMPO
01HMEMW02223HENQWXPAHND2ND,BOLGATANGA,KINTAMPO
01HMEDXQJ378DK15TWKEV0SRB4,KOFORIDUA,KINTAMPO
01GPXA1Y0RKVD4FG26W2NFD0MS,BOLGATANGA,KINTAMPO
01HMEE30Y8TFH60Y2AAH38FJJ0,TEMA,KINTAMPO
01HMEE6PC3WEF0ZRCCJ31CJHNN,KOFORIDUA,KINTAMPO
01HMEEPJX64ZMYKXEAWGP0M854,KOFORIDUA,KINTAMPO
01HMEER7C5DYP4N3YNFHXHXV0D,ACCRA,KINTAMPO
01HMEF1VAQ1YNG2B8TP3SQJ1H1,ACCRA,KINTAMPO
01HMEF8PK82VQWP24J84YBQ7WN,BOLGATANGA,KINTAMPO
01HMEFAVCE4X3KGK7A46FTNWQ7,ACCRA,KINTAMPO
01HMEFX3W33HMEBMT5V09H14W4,TEMA,KINTAMPO
01GPXAXCPFPW72D6MK4B8DC8X2,TEMA,KINTAMPO
01HMEGA46PSP1VZ1A0V4TS2J27,ACCRA,KINTAMPO
01HMEHSEF35QCQNN8B48VXEZQH,ACCRA,KINTAMPO
01HMEMQSC70TGVS9G443WFR5TA,BOLGATANGA,KINTAMPO
01HMEJ2DX8910ZKKMM1C57H2E2,TEMA,KINTAMPO
01HMEJ6KNEQTJK8PAWAK2A22E1,TEMA,KINTAMPO
01HMEJFJKTR1HKRK9WARFGP2TT,ACCRA,KINTAMPO
01HMEK1RA7T5F5VHNP7F2Z3E86,ACCRA,KINTAMPO
01GPX8KXYRXFCKRHGJJVRYBX9T,TEMA,KINTAMPO
01HMEK9P3QNDK0ZGF7VNJRNS92,TEMA,KINTAMPO
01HMEKF5DSMSPGZT1CPAC358K4,ACCRA,KINTAMPO
01HMEKG5GY1Z7JV2V0AS852D0B,BOLGATANGA,KINTAMPO
01HMEKZZ18DWQ2JG6APQFC4NP6,ACCRA,KINTAMPO
01HMEMPW14JX89342TN10J4J5V,BOLGATANGA,KINTAMPO
01HMBZAANC1SJBMX9ABFFR6G9G,ACCRA,KINTAMPO
01HMBYDK289THKRBQX0W4DFYR6,BOLGATANGA,KINTAMPO
01HMBYBND3KSF5MQG2R1HD5EK4,ACCRA,KINTAMPO
01HM9C8PK3HVCPAF0N728QC4X3,ACCRA,KINTAMPO
01HM977SJ1QBT98982E87R735Z,ACCRA,KINTAMPO
01HM97BT5YK4KTMKRXWGBQ7PK3,ACCRA,KINTAMPO
01HM97MMBB4SYYZHG2NK1T64QQ,ACCRA,KINTAMPO
01HM99TWAKX5V5NTMJ76S84HRP,ACCRA,KINTAMPO
01HM99WQPAZ0QM4SZEBAG5V7KF,ACCRA,KINTAMPO
01HM9A1EBX99X3BGSH19CA8AD3,ACCRA,KINTAMPO
01HM9A99PKV5XZPHX71H0HFWP3,ACCRA,KINTAMPO
01HM9BKQSEPF9D9HVV7A3S8APY,ACCRA,KINTAMPO
01HM9BTHW8J4CNH04RGQC1BXKA,ACCRA,KINTAMPO
01HM9C1CW8DEWNRNZP8D13NB3N,BOLGATANGA,KINTAMPO
01HM9CC942PNPSRJPNW4HXCE5Z,TEMA,KINTAMPO
01HM973C1ZSDW121Q3074NBY1P,ACCRA,KINTAMPO
01HM9CD2M4F51TCHA7EQXYDDA3,TEMA,KINTAMPO
01HM9CENN2NTE7SWQQCT8BXTV6,TEMA,KINTAMPO
01HM9CHG1HWC3441H63C8JY0JV,TEMA,KINTAMPO
01HM9D2DZKHZ350F9HR50TA155,TEMA,KINTAMPO
01HM9DE9MFXDKXVBVMK9GJJ0PR,ACCRA,KINTAMPO
01HM9DJA0DPZMXM73NC9D2SDS9,ACCRA,KINTAMPO
01HM9DWRFQ0ATEWPF55A087GST,KOFORIDUA,KINTAMPO
01HM9DZKS3GH26NRSDTBRTM7VB,ACCRA,KINTAMPO
01HM9E147GPJXN83F2NZAN9RPZ,ACCRA,KINTAMPO
01HM9E1C4YSGMP1JW3PZRZMWKZ,KOFORIDUA,KINTAMPO
01HM976A1N2CS3KXDHQSXJ8AH3,ACCRA,KINTAMPO
01HM970QWP4WDPWXDHCGV5X7X7,KOFORIDUA,KINTAMPO
01HMBY24D2VTYTT5405JK8EGS0,TEMA,KINTAMPO
01HM922K7FG54A7F5BDFWKS7GP,ACCRA,KINTAMPO
01HM8WWXNMR3FBZ4Y4AKRHR83V,ACCRA,KINTAMPO
01HM8XV42CM9MQW6SB3ZX6M7XA,TEMA,KINTAMPO
01HM8Y9Z8RFSB4ZCFFBJG4K0N6,ACCRA,KINTAMPO
01HM8ZM8A19A1KM4A0AP3RZ0GN,ACCRA,KINTAMPO
01HM901G13QMEKMRR0ZYFY5N6T,ACCRA,KINTAMPO
01HM90CDR0TX7P9WPRN1EF7KRC,ACCRA,KINTAMPO
01GPZXGS6Q9GV9NCH10EVSD4BY,BOLGATANGA,KINTAMPO
01HM915CQAWXMVTYA9AFV06MR3,TEMA,KINTAMPO
01GPZWRJGMT12Y4P3PNMFVZMH7,BOLGATANGA,KINTAMPO
01HM921M8W3DM4HHW553PD52A2,ACCRA,KINTAMPO
01GPZWKHGG7Q0YAC3FXW2E43T1,TEMA,KINTAMPO
01HM96S5DQR5E6KGZW9W72VVNP,ACCRA,KINTAMPO
01HM9237VDHRNCKBK68S70XR5V,ACCRA,KINTAMPO
01HM924Y4387KK9QVFSNJP1JZH,ACCRA,KINTAMPO
01HM92DJTY0TV779K202TR0KDB,ACCRA,KINTAMPO
01HM92T5FD3GBH37EWKGRT50RS,ACCRA,KINTAMPO
01HM946ZEYADS726A5C0NKE6T4,KOFORIDUA,KINTAMPO
01HM965EKF0HNEH1XD59EZGJVG,KOFORIDUA,KINTAMPO
01HM965Y9A4NXKJHZ5T0G7G90S,KOFORIDUA,KINTAMPO
01GPZTSR43KKC9XPJQ4MD7R0F2,TEMA,KINTAMPO
01HM96AM7Y34VMVJ3JCDGRNYVA,ACCRA,KINTAMPO
01HM96PVTDCQMMFZ6CE016WYE2,ACCRA,KINTAMPO
01HM9E899RH0Y7CQ0FG6VA3WX7,ACCRA,KINTAMPO
01HM9E8WCHE21AKMTJDV4R4SR2,TEMA,KINTAMPO
01HM9E9RHC80PXMY6WW541MR77,ACCRA,KINTAMPO
01HMBR734YYGGRC5C27RA931XB,TEMA,KINTAMPO
01GPXNH9ZBX0RJ38TSBFFP68AQ,TEMA,KINTAMPO
01HMBMW7E4YCP2DJ11E16YJ37C,ACCRA,KINTAMPO
01HMBMZTV4MF2Y17E0BCFEVBM9,TEMA,KINTAMPO
01GPXNFDYNN2R1PNSSHMTKPV9E,KINTAMPO,KINTAMPO
01GPXNE4K0B3KVACWTQJ4N0V46,TEMA,KINTAMPO
01HMBNZ4XS44799YMXVAVV7RBD,BOLGATANGA,KINTAMPO
01HMBPQTHH8GSX4MMJE92S069J,ACCRA,KINTAMPO
01HMBQ2BNJKJ3PYE9EBZMWSG6V,TEMA,KINTAMPO
01HMBQ3CAR9A1ZPYXA1JEFD3H4,ACCRA,KINTAMPO
01HMBQNA65JZ86A773B08P7519,KOFORIDUA,KINTAMPO
01HMBRA7QAE6G0HD4QPCW0Z901,TEMA,KINTAMPO
01HM9EMZTS6XK67NVXHYK6C1SH,BOLGATANGA,KINTAMPO
01HMBRV1AMD893K9AVG9SBFXGD,ACCRA,KINTAMPO
01HMBS81XKVAJD470QNQDDSHR7,TEMA,KINTAMPO
01HMBSJACHA80W14V863AYM9FJ,BOLGATANGA,KINTAMPO
01HMBSJPQAKBRVQ9BHSQWTP9YM,ACCRA,KINTAMPO
01HMBSW75SCBH4T85ZKY2QMZ7G,ACCRA,KINTAMPO
01HMBV3WJ0K4T7BAQR0X17B9A9,BOLGATANGA,KINTAMPO
01HMBVYMKCE1AAH5QVBCMR74ZD,TEMA,KINTAMPO
01HMBX03JE08JXEPCCGDGW7XG5,ACCRA,KINTAMPO
01HMBX85DSFB9E8YV92TK4V6F4,ACCRA,KINTAMPO
01GPXMBFWYPWA8EF123XQS1S6G,BOLGATANGA,KINTAMPO
01HMBMJM7GXBZA5YZX7ZARESGQ,KINTAMPO,KINTAMPO
01HMBMF1W6H3DB5V2E40KKF79V,TEMA,KINTAMPO
01HMBK5ZMT5SC46BE49M5NE4J2,ACCRA,KINTAMPO
01GPXNQ8K7791XZY7HSG5GQAQP,KOFORIDUA,KINTAMPO
01HM9F4D9VFNH4MNR91BNG0T3A,TEMA,KINTAMPO
01HM9FATYEAR72KA3Y5RRTADVD,BOLGATANGA,KINTAMPO
01HM9FEAXGCF0300V873WRSA7C,ACCRA,KINTAMPO
01HM9FYQ6077PP5NKPSX3R1H6E,TEMA,KINTAMPO
01HM9GC4B42AK8D3MQ8K4311VA,ACCRA,KINTAMPO
01HM9GJFPQK4YBSP03KCTSSPJ3,TEMA,KINTAMPO
01HM9GJRYPW62VK8BN1E4FJHTK,ACCRA,KINTAMPO
01HM9GRET12JJ1P1PEJYT59W5G,KINTAMPO,KINTAMPO
01HM9H4FNJ6KVXD1CP3PY1J2R6,TEMA,KINTAMPO
01HM9HPG787Q4WQYR7X0H8HD9N,TEMA,KINTAMPO
01HM9MTGM785RHZCVN0JEDS5P4,BOLGATANGA,KINTAMPO
01HM9N39FSEYRTKJM77Z75ETV2,BOLGATANGA,KINTAMPO
01HM9N48FYE2X3WBVMXHR09STM,BOLGATANGA,KINTAMPO
01GPXQV6YJ6NSKTAD51E8KXSFD,KOFORIDUA,KINTAMPO
01HMBEQAYD938YNSRV9B4FDEYR,TEMA,KINTAMPO
01HMBFDHRY142FGV36A9ZZHXXW,KOFORIDUA,KINTAMPO
01HMBFK8W818HGGWP6DQD82ZCJ,ACCRA,KINTAMPO
01GPXPJQQ101RJ61W81MPBY9RR,BOLGATANGA,KINTAMPO
01GPXNYMFJ5VJ15F1Z3WW8PDFB,KINTAMPO,KINTAMPO
01HMBJV9FD405F6CGMQ6GWZXXP,ACCRA,KINTAMPO
01HMBJYSNSP9PY8CDM10DBZ7X7,ACCRA,KINTAMPO
01HKSYGH19FW43650VSR3JZBE0,ACCRA,KINTAMPO
01HKSY9T4HVGPGK2NP0PETVTY0,BOLGATANGA,KINTAMPO
01HJR9EJX5RMPT748X47DABS9T,ACCRA,KINTAMPO
01HK7GRNPQPDDS3NMXCPYR75SN,TEMA,KINTAMPO
01GQ7WW2QKDGTFQ06N2VF0S20M,TEMA,KINTAMPO
01HK7BN7H3ZCM9GP4VCKS43TFR,TEMA,KINTAMPO
01HK7DX2YGYJ8J4D7QF0C64S6A,ACCRA,KINTAMPO
01HK7EBRV2X79F11PHQVSS5BSW,TEMA,KINTAMPO
01HK7EGWHTNP77TC9KE2PS5K5E,ACCRA,KINTAMPO
01HK7EMYF39Y1PQR9GCB06ZX4R,ACCRA,KINTAMPO
01HK7EYX5A1X32E8DTYCPTFFC0,BOLGATANGA,KINTAMPO
01HK7F5BPCCJQ73NE4SBSQEBKN,TEMA,KINTAMPO
01HK7FMDVSXQGSQCGT0RCYH4NZ,TEMA,KINTAMPO
01HK7FVVGS42YCJP5PR7XXX9MR,KOFORIDUA,KINTAMPO
01HK7JQ872WRP4WXY1P1N5H0MQ,ACCRA,KINTAMPO
01HK5DY0AWK9WP1GBQK4PRNKJ2,KOFORIDUA,KINTAMPO
01HK7KA6HNBKX717Q0EKXEGR2S,ACCRA,KINTAMPO
01HK7KM59ZSZPAHSCWGCCB69CC,KOFORIDUA,KINTAMPO
01HK7P92KA48KQ65BTQJV8P00V,ACCRA,KINTAMPO
01HK7PB5JJ7ZC853T7WSESA1W8,BOLGATANGA,KINTAMPO
01HK7Q3W96TNR6CRRBW71CAH8M,ACCRA,KINTAMPO
01HK7QE0CKAZT0DM6ZHAY59MWG,ACCRA,KINTAMPO
01HK7QKS8EWDG8F92K330PR5GD,TEMA,KINTAMPO
01HK7RFYZYKGR281BAHEVYE196,KOFORIDUA,KINTAMPO
01HK7RGEWW9R0BH21TWV87VEX8,KINTAMPO,KINTAMPO
01GQ7VKVWA6MHVXTPZM99Y5JTF,TEMA,KINTAMPO
01HK5EWHKVVN0BN8SE3RY10P2K,ACCRA,KINTAMPO
01HK5DV8TFQFX797EAB253NC2V,ACCRA,KINTAMPO
01HK7RPKVZ357SV9YDXWP3S8TV,TEMA,KINTAMPO
01HK5A7EAB51VRTSC0DAYE44B4,KOFORIDUA,KINTAMPO
01HK56QPJ50P9AC8FSVQG66Z0F,ACCRA,KINTAMPO
01HK56RGCSTVEAH1Z937ZSE04T,BOLGATANGA,KINTAMPO
01HK571BT020CJKHXRXS95EVEX,BOLGATANGA,KINTAMPO
01GQ7YXP6ASK6BH6AX3F24RY2B,KINTAMPO,KINTAMPO
01GQ7YVGA0PP4436SH3Z74FNBV,KINTAMPO,KINTAMPO
01HK57E7PWMZ7N9V5S2JC5GRQD,ACCRA,KINTAMPO
01HK57QD87SCQAED790NHEVSYE,ACCRA,KINTAMPO
01HK57VT3B4RSR887RT82VVF3P,ACCRA,KINTAMPO
01HK58RYSNK8KK4F7R7P5NWJ03,KOFORIDUA,KINTAMPO
01HK59YV0GRK1TN7X0EZ16NNAC,ACCRA,KINTAMPO
01HK5A9A2GE5CWQ1FMZDAXCFWA,ACCRA,KINTAMPO
01HK5DBFXMN0YJ8JVY6W6Z29Y6,ACCRA,KINTAMPO
01HK5AF20B1SY7HWVC4K9GQHCC,ACCRA,KINTAMPO
01GQ7Y07ZV0BQ79XAX772RWSFM,TEMA,KINTAMPO
01HK5B3YXWAK65007B9P5RJMFY,ACCRA,KINTAMPO
01HK5B4KFGYQ86RXWRBD6JYGV3,TEMA,KINTAMPO
01HK5B8E218V56SNAHMGAP4779,TEMA,KINTAMPO
01GQ7XEJBGJ7672C3FK1XK6GYN,BOLGATANGA,KINTAMPO
01HK5BE8HJ47YYR5N28357BZ8G,TEMA,KINTAMPO
01HK5BWXQXP07FQ4W2WR33F6SC,ACCRA,KINTAMPO
01HK5CW4KGD8KAN4ZEMNP91ENQ,ACCRA,KINTAMPO
01HK5D64XE9PBFT61MP7P96YX1,ACCRA,KINTAMPO
01HK7RGGQ8GZZRH5BRE7AAS20X,ACCRA,KINTAMPO
01HK7RYAS66529NBFV6ZRFPKZ7,KOFORIDUA,KINTAMPO
01HKA7YM2AHZT7V0P6WRH5Q6Y9,TEMA,KINTAMPO
01HKA3M922WZTR80XD8GVJHD7N,ACCRA,KINTAMPO
01HK82A0CX0A086CEMX26DYC2W,KINTAMPO,KINTAMPO
01HK82EJMZMFC06PP4ATJZT5H7,TEMA,KINTAMPO
01HK82Q3Q2998Q00JMPE6K81S2,KOFORIDUA,KINTAMPO
01HK84VM2A5P0347M5SYC4JS5Z,TEMA,KINTAMPO
01HK9ZXZQ4YHAEH11VQSS7EKFJ,ACCRA,KINTAMPO
01HKA0KQ5QEXRZQVN9CWNAA5E4,TEMA,KINTAMPO
01GQ7JQBZXTC72WRDCZJX35JSP,BOLGATANGA,KINTAMPO
01HKA0T281610F8Q6YB98ZYEXN,ACCRA,KINTAMPO
01HKA1J42HRV2NM1JTGY1WPPHJ,TEMA,KINTAMPO
01HKA1V0601W3H8G4BMC7S99JM,TEMA,KINTAMPO
01HKA4751VQA4RJ8FSDPPPRTH9,ACCRA,KINTAMPO
01HK8198Y8542B6NMNGWMCPY62,KINTAMPO,KINTAMPO
01HKA4B3F1HN3TCZRSTQZGY0JH,KOFORIDUA,KINTAMPO
01HKA5WBZ0H1RRM7WN4PPH9D0K,ACCRA,KINTAMPO
01GQ7F1V4R3F876VQEH9NT6CJF,KINTAMPO,KINTAMPO
01HKA5ZCZP6E90XZNFWX5RQJH9,TEMA,KINTAMPO
01HKA64CN7W81BX35R8E0V5VK1,TEMA,KINTAMPO
01HKA6RE093DY9Y0Y81W17GT2Q,KOFORIDUA,KINTAMPO
01HKA78WAY0W8WC2V351K9S871,ACCRA,KINTAMPO
01GQ7E6FCMWA2B9M5GGY39MPG3,TEMA,KINTAMPO
01HKA7DN29NYK4HYXA7K6RD1F7,BOLGATANGA,KINTAMPO
01HKA7MTRPF3ERDN1SKW7APMV4,TEMA,KINTAMPO
01HK81A3ASHC9CEBR93H8GX81K,BOLGATANGA,KINTAMPO
01HK817PP3MJQ8014GX8QQ1REZ,ACCRA,KINTAMPO
01HK7SP9GY9C9CABJWXTH90210,ACCRA,KINTAMPO
01HK7XN8Y99RT7A56CPWNEFKBC,ACCRA,KINTAMPO
01HK7SVB9EHGGN85V32NB3XPDQ,ACCRA,KINTAMPO
01HK7SXZ8JE33MXRN1YWGH3E53,ACCRA,KINTAMPO
01HK7T0FKT2F7585WZHV7RCF3E,ACCRA,KINTAMPO
01HK7TJ90VX5JNH0TQFSM1DXDN,ACCRA,KINTAMPO
01HK7V1K4X7NYA5GDRN254HGM5,ACCRA,KINTAMPO
01HK7W8ZGGFQY98675N64CWDDW,BOLGATANGA,KINTAMPO
01GQ7RC9YTQF14H03Z43JV346X,TEMA,KINTAMPO
01HK7XE56KY233DD25RFN5TXMN,ACCRA,KINTAMPO
01HK7XM2F7TW3Z3SYY4QP00QX6,TEMA,KINTAMPO
01GQ7R85X96CEN6TTF3BF924B4,BOLGATANGA,KINTAMPO
01GQ7R5NZY8W6E60W573NGNP6W,TEMA,KINTAMPO
01HK817C0AEP2V4DEHMJ9M70QW,BOLGATANGA,KINTAMPO
01HK7XRC8SP1S813ZVMK9HTRBJ,TEMA,KINTAMPO
01HK7XRN4WAQ4AQYZ44TZFMPMG,ACCRA,KINTAMPO
01GQ7R3RT407H2FRYH5Q4FCWMA,TEMA,KINTAMPO
01HK7YY809AX84B75SG06HDYPD,KOFORIDUA,KINTAMPO
01GQ7QTFAJD5CWBSZQ81YXXJZT,TEMA,KINTAMPO
01HK805RBWX24XM6MHRCYAVR4E,TEMA,KINTAMPO
01GQ7QN1RMV0ZEE5AG5KJ9EV6R,BOLGATANGA,KINTAMPO
01HK8064PSZJFKYAJZ2N0M0RQH,ACCRA,KINTAMPO
01GQ7Q8VE8WY56SC9ZJ61EGHEB,TEMA,KINTAMPO
01HK8169PCKBCW52QPT5ZDRF12,BOLGATANGA,KINTAMPO
01HK56J4EMEVAFV2TPN8PJTBZS,ACCRA,KINTAMPO
01HK55W9494S3Z892CVGW4QGNN,BOLGATANGA,KINTAMPO
01HK555M5XEZ7EJ9CEZ9K1BV8M,KOFORIDUA,KINTAMPO
01HJRJCQE22S5YP2QJZC8E4HMN,KOFORIDUA,KINTAMPO
01HJRF0WWSFFMT2ZPWTER051YY,BOLGATANGA,KINTAMPO
01HJRFDNZH0WJ3Z9DZ5KRFNW6Z,ACCRA,KINTAMPO
01HJRGN85FS29B1P9M8CQ73ZS1,TEMA,KINTAMPO
01GQF61PT2R27MWNXMA15V6B4B,TEMA,KINTAMPO
01HJRH6D0D39CJ1DZY5GNZ915Y,TEMA,KINTAMPO
01HJRHNHT5SJJS7KE3KV37HF3E,KOFORIDUA,KINTAMPO
01HJRHPKDZS617HDY3SMKJYV3A,KOFORIDUA,KINTAMPO
01HJRJ73MEP0ADXG0Z6PG31WDG,KINTAMPO,KINTAMPO
01HJRJ7CVGHP1Y0SD1TXTYFQBX,KINTAMPO,KINTAMPO
01HJRJBV2NTQYKVW8G4KEZ26F5,ACCRA,KINTAMPO
01GQF5WEEG4VK2WXS7PT4Z9ZN0,TEMA,KINTAMPO
01HJRESXBKCC91PTECPG501CB2,ACCRA,KINTAMPO
01HJRMPA22YFSQZHKSTDPPQAD8,ACCRA,KINTAMPO
01HJRMZKHJ8RR39Y8W3XEW708X,KINTAMPO,KINTAMPO
01HJTDBZ25TPBHPAP61AYE4SWE,ACCRA,KINTAMPO
01HJTFBYBZBVCXKEHEJW3PK38C,ACCRA,KINTAMPO
01HJTGFEW6FCAQNGXRCNHFHDDQ,ACCRA,KINTAMPO
01HJTGM6RQCQJM2JVD8PW4HWX6,ACCRA,KINTAMPO
01GQF37QJ1QSD3VEC35PX6QNEM,KINTAMPO,KINTAMPO
01GQF36V8D5DCWC0HPY7NXVDHB,KINTAMPO,KINTAMPO
01GQF33B2QH0V6XJFKH18KD5YN,BOLGATANGA,KINTAMPO
01GQF2ZZ3S33ET3HJQ3TGK4KHA,BOLGATANGA,KINTAMPO
01HJRETDR33AFT1T21YYQ8M9EM,ACCRA,KINTAMPO
01HJRESQ5WPAQ82QWSRNJTB4VT,BOLGATANGA,KINTAMPO
01HK5552NQFXD4BQVV8MY7WMM2,KOFORIDUA,KINTAMPO
01HJRB7HC3ME82Y2B5D07FXEYS,TEMA,KINTAMPO
01HJR9G28R20M8HHXK71EMM2ZX,KINTAMPO,KINTAMPO
01HJR9GC18MEPCC7NNM18DC9F4,KINTAMPO,KINTAMPO
01HJR9K573X1V2VC88G4DMDFCM,ACCRA,KINTAMPO
01HJR9Z21G91641E9E24MM851E,ACCRA,KINTAMPO
01HJRA334DYCDW2E2MVK5XQH4Y,ACCRA,KINTAMPO
01HJRAC14GHW4CS1K2520QKVXZ,KOFORIDUA,KINTAMPO
01HJRACBTJ5KQC6RW0QJHFDFRX,TEMA,KINTAMPO
01HJRAHYH15GFD1WXGZJ98PAKF,BOLGATANGA,KINTAMPO
01HJRASPC8A967MSWAEEPVBF4P,ACCRA,KINTAMPO
01HJRB0S7W73DXMW24R29DS5QX,KOFORIDUA,KINTAMPO
01HJRBEDXX22DRH27B6YVXXFWG,KOFORIDUA,KINTAMPO
01HJRES9PYJ2ZJ74A6FVNNG2T1,KOFORIDUA,KINTAMPO
01HJRBFHTSBPJSZSTQDRAY4P8P,ACCRA,KINTAMPO
01GQF9MHJ5JNYSBJ9QAW1BRP8H,BOLGATANGA,KINTAMPO
01GQF9CTND92K6J3SC69BDDQCA,TEMA,KINTAMPO
01HJRCGM0TZH62W79DZ4JXHWGD,ACCRA,KINTAMPO
01HJRCRV95PE7BQAG1MH7NWE5H,ACCRA,KINTAMPO
01HJRDSYVJVB7NNZ4CVEP2PZNF,TEMA,KINTAMPO
01HJRE4S5K58CQD80BA4SFNMS5,ACCRA,KINTAMPO
01HJRE6RFABQPSRS8H9YZS9HCW,BOLGATANGA,KINTAMPO
01GQF7P0586HVK77YWGPX9WM8A,KINTAMPO,KINTAMPO
01HJREJ43VH3VQVRB5QJSR18GD,ACCRA,KINTAMPO
01HJTJ8K9KWFWBBCR6E5GTZYSR,ACCRA,KINTAMPO
01HJTJN68142VSKYN43PZ29H0D,TEMA,KINTAMPO
01GQF2JWTZQ3TYBPENRJAKCGF7,TEMA,KINTAMPO
01HJV0SKAB7VJNE67XRXK05VC4,TEMA,KINTAMPO
01HJTW7KQMVDTK8QRT9G5CJA2Q,TEMA,KINTAMPO
01HJTX0DQ0H0T2KGDS3J42MF3T,BOLGATANGA,KINTAMPO
01HJTX1JE1QVC6SDT96AZW5XC8,BOLGATANGA,KINTAMPO
01HJTX4XPYPTKBWQHBA5ETR9CZ,KOFORIDUA,KINTAMPO
01HJTXC89HRJVZ7BY4AMY87GHW,KINTAMPO,KINTAMPO
01HJTXHPJPNYVAVW8Z8VKDPE72,BOLGATANGA,KINTAMPO
01HJTXM07QY72QVRP5WHPZCB0Y,KINTAMPO,KINTAMPO
01HJTXQ1PDRZEVAHSC5Z203H22,KINTAMPO,KINTAMPO
01HJTYN100MQPXXEMPT9H2B92F,KINTAMPO,KINTAMPO
01HJTZ2425Q4NP20H0T94YD93J,ACCRA,KINTAMPO
01HK4VY0VJTN0B62WA4HYX5927,ACCRA,KINTAMPO
01HJTJVGRK46WDZ19MWYXNWPHF,BOLGATANGA,KINTAMPO
01HK4WEZNSPRA8VVZM0YEJA6AD,TEMA,KINTAMPO
01HK4Y1ZGRSXCBFV07VRFGT649,BOLGATANGA,KINTAMPO
01HK4Y4515FWDP83G28RFKSE2K,ACCRA,KINTAMPO
01GQ81TGN35W6YJD3DV87DK174,KOFORIDUA,KINTAMPO
01HK50AVZRMMYK8HX00VMFR9H1,ACCRA,KINTAMPO
01HK50NCH02WKRS0MHQAVK5V1S,ACCRA,KINTAMPO
01HK51G4RYDAG9ZH5QG15NS1FG,BOLGATANGA,KINTAMPO
01HK52JCXPNXRWWRMBSW4EMSX6,ACCRA,KINTAMPO
01HK53W90KRKXAR6S7NSDH25HH,ACCRA,KINTAMPO
01HK54GQEV6Y50CA49R206NYX9,BOLGATANGA,KINTAMPO
01HJTV87KAVN9BHZAN5QR9XDZM,ACCRA,KINTAMPO
