orderId,oldCentre,newCentre
01HFS9FSKB83MK01VTRB9DR4KN,ACCRA,KINTAMPO
01HFSCF410TB6QTW677TTN676F,ACCRA,KINTAMPO
01HFS9Q1T4YBDF3WM34YPR62G9,TEMA,KINTAMPO
01HFSAMTW62M3YDKDCFT2TZA2Q,ACCRA,KINTAMPO
01HFSAYT02TY3N22YPY12DBHRE,TEMA,KINTAMPO
01HFSBC1DHG32VQW8ER20GEY5T,TEMA,KINTAMPO
01HFSBH6298E15GV89T3DFBBY2,TEMA,KINTAMPO
01HFSBPAD7QTS9TJCK568RPSKF,TEMA,KINTAMPO
01GRBS5VRE9HGV7FW3STC7VBS0,TEMA,KINTAMPO
01GRBS4RH6HXDNKTZEWA172FDE,TEMA,KINTAMPO
01HFSBZGGYZ6H1CVVZGZ5R57HC,BOLGATANGA,KINTAMPO
01HFSCDPMD89PN08TQ70MZX3CY,ACCRA,KINTAMPO
01HFPMST1E4E6D6YNDYA5QRJ20,TEMA,KINTAMPO
01HFPMQZ2MSP8B3XFZ95Y3BA7H,TEMA,KINTAMPO
01HFPMQ7862RY0YHKA119EK28V,TEMA,KINTAMPO
01HFEXRRPMJ3F26YD1MCWDC0XR,ACCRA,KINTAMPO
01HFEW9PSGC6YWCD9G24ZJNP66,ACCRA,KINTAMPO
01HFEWASEWXZQKQH7NF9Q7X998,BOLGATANGA,KINTAMPO
01HFEWERJRF3T6H5QMFKEB0GCM,ACCRA,KINTAMPO
01HFEWF9XCZRD2RT0RH0XTXPS3,ACCRA,KINTAMPO
01HFEWFFTH0HMEV07ZQVFA6H96,ACCRA,KINTAMPO
01HFEWM5TM415EG1C010A4AXC6,ACCRA,KINTAMPO
01GRKJBGN7FCQKA4VKYCMAGK1T,TEMA,KINTAMPO
01HFEWT52WC1RXGKXR0VQZE17X,BOLGATANGA,KINTAMPO
01HFEX29NW8C3NP2KDC1JKTYSQ,ACCRA,KINTAMPO
01HFEX51V3FEN2WZ4E1YRKVFA8,KOFORIDUA,KINTAMPO
01HFEXRT6ZJYNPX1DK3WR19V46,TEMA,KINTAMPO
01HFEV928VE9VYV47AH82JMXJA,TEMA,KINTAMPO
01HFEXS9ZC9R3QDRVGJ8W1MX0Q,KINTAMPO,KINTAMPO
01GRKFZYA3XZNQA671F081ET4S,TEMA,KINTAMPO
01HFEYKF0HY25Z3RAGSZJ5PX6V,KOFORIDUA,KINTAMPO
01HFEYVCGW9H3YY0E6PSQ253MV,ACCRA,KINTAMPO
01GRKFRWF6YQ7S9KR6HGPPW498,KINTAMPO,KINTAMPO
01HFEYX855AD9DJ669QVHY4QKH,ACCRA,KINTAMPO
01HFEYXMV7QQJYC4QKPEJHMFD7,ACCRA,KINTAMPO
01GRKF9G7H37ZM2GCDYZSGJSKC,TEMA,KINTAMPO
01HFEYYWYMXD29YQXFGGEZHDEH,ACCRA,KINTAMPO
01HFEZ66Z94KAKN00FNBH3GRCX,ACCRA,KINTAMPO
01HFEVJ5SG0S3VXCSTKM1X05DX,KOFORIDUA,KINTAMPO
01HFEV88593RHQRR6JHJSCHW31,ACCRA,KINTAMPO
01HFPMKBG6CZ7W3KZBVE5HW7QP,TEMA,KINTAMPO
01HFEP0HD31TY2EZNCPVXR5ZQT,TEMA,KINTAMPO
01HFE9V1HMBJBJ3W81GD1R92XV,ACCRA,KINTAMPO
01GRKM54VD6C3S41A92Y0K72BC,TEMA,KINTAMPO
01GRKM2F2K2AR5FBR51F1PY86W,TEMA,KINTAMPO
01HFEGC57TN4GM07Z62VBTG77Y,KOFORIDUA,KINTAMPO
01HFEGV5V1K1WW0RDZ174AHRYF,ACCRA,KINTAMPO
01HFEGXDQWN6PPA9GKJ49Y8F1G,ACCRA,KINTAMPO
01GRKKRK8BYYTD3ZRRWBYWN62R,TEMA,KINTAMPO
01HFEMC7HKE8217Y2R2X4ZXYEQ,BOLGATANGA,KINTAMPO
01HFEMWKQEBS7ZGY9PZCVFY9A4,ACCRA,KINTAMPO
01GRKKMDJDWT32C6TC5KNYS84S,TEMA,KINTAMPO
01GRKKJRF6QRZZ4BY10BX8ZDG4,BOLGATANGA,KINTAMPO
01GRKK0YW2V2ZG4ZKHEYMQGA48,TEMA,KINTAMPO
01HFEPJ76QEYHG5K5VFW11GFR3,KOFORIDUA,KINTAMPO
01HFEQ8TM816HM5MCYQHR95TKW,KOFORIDUA,KINTAMPO
01GRKKFF5TP7ZZJVR3N7ABTW2A,BOLGATANGA,KINTAMPO
01HFEQWP1YEEFTP77M8BCVMYW0,ACCRA,KINTAMPO
01GRKKCJ71QZ9C3QD2546BRNRR,TEMA,KINTAMPO
01HFERM3HDMKWS7HSNYJK45GBZ,ACCRA,KINTAMPO
01HFERPSQG9CWR4E1ANCY42PSA,ACCRA,KINTAMPO
01HFESTZCRDS8JN32FETWC5KPZ,KOFORIDUA,KINTAMPO
01GRKK6E4NX797X2HW0JBAV6XQ,TEMA,KINTAMPO
01GRKK1VQJKAKVRS2HFA4GNDPN,TEMA,KINTAMPO
01HFF017ZWG69SM0GA66V5KZBT,TEMA,KINTAMPO
01HFF0FRNC0QXK6HC2Y9V9QSB9,ACCRA,KINTAMPO
01HFF0H4F1AQSTMFDWNMMM5BAJ,ACCRA,KINTAMPO
01HFPHS5V4PKX2FSW2N3Q1N04D,BOLGATANGA,KINTAMPO
01GRC5D7GM8GF46E7FR12PBWKA,BOLGATANGA,KINTAMPO
01GRC55S68XGB6C9G6C3A32Y17,BOLGATANGA,KINTAMPO
01HFPE7D5G6RF33DTJ111Z3FYB,ACCRA,KINTAMPO
01HFPEGNW0ZS864KXKNZW8EA0D,TEMA,KINTAMPO
01HFPESXSPEPMPN6K62AD4J0Z6,TEMA,KINTAMPO
01HFPEVAWQ45P41D5EZ9PGQVZW,ACCRA,KINTAMPO
01GRC450V04R3KHC7GC7X0ZV12,KOFORIDUA,KINTAMPO
01GRC40MXH6AEADDYS273465FV,BOLGATANGA,KINTAMPO
01GRC2F72QQP41Z8EGZJ1J97V6,KOFORIDUA,KINTAMPO
01HFPHQQ12WGB0G5SFYGWZKRWQ,ACCRA,KINTAMPO
01HFPHSPNM10HDJ01TMZF4P2PV,KOFORIDUA,KINTAMPO
01HFF0M7EC302KBXHCEXY1FGBP,ACCRA,KINTAMPO
01HFPHX9CH4BWZ20XV18CZ6V3D,ACCRA,KINTAMPO
01HFPJB2GQAH1GK1YV4JAAZ6K4,ACCRA,KINTAMPO
01HFPJXM5XVF4064QRJM6ZM7QV,KOFORIDUA,KINTAMPO
01HFPKF16FJDZDKGMW0PMSCSW4,TEMA,KINTAMPO
01HFPKJSQMPMAE7HMB9X8P52WR,ACCRA,KINTAMPO
01HFPKSV0NX85MX9MZYBF1GYPM,ACCRA,KINTAMPO
01HFPKXERHM5W0EHKHXY3GVMEF,KINTAMPO,KINTAMPO
01GRC0W62XJG6TYKARCMG1JH1R,TEMA,KINTAMPO
01HFPM1Y1P2BKHSE3PBX7G2G8V,ACCRA,KINTAMPO
01HFPM927X78P6D7TPX3CAWVED,TEMA,KINTAMPO
01HFPBVP2NR1JDC6JTC7P97TPX,ACCRA,KINTAMPO
01HFPBQCFW5RS77W3SD80ZBNPJ,TEMA,KINTAMPO
01GRC6222ZCNSX9KJDDEMP9FJE,TEMA,KINTAMPO
01HFP9WBCZNF4DJ5WRNFK257GJ,ACCRA,KINTAMPO
01HFF0TF00T8VWQB23JNXP68XN,KOFORIDUA,KINTAMPO
01HFF0VCNWAHB69XNV4A46RZ4A,ACCRA,KINTAMPO
01HFF1G0V99XN9T4RGES7ZD5VY,BOLGATANGA,KINTAMPO
01HFF1VMBC48ARVEYZRR8J2W0R,ACCRA,KINTAMPO
01HFF20YMYB7D9064058KVDFP4,KOFORIDUA,KINTAMPO
01GRK75K6JC5HJVF7TF10PSKS2,BOLGATANGA,KINTAMPO
01HFF2V7NNEFEYJTJQTCRT4PF6,ACCRA,KINTAMPO
01HFF450B6W6A4TD78QJTYHVB9,ACCRA,KINTAMPO
01HFP09B1WP0G9HKJC9X8D7YZZ,ACCRA,KINTAMPO
01HFP1D6BT35HVXPY21K11KQVV,KINTAMPO,KINTAMPO
01GRC7YR0TR1BN517N9EWZSJR1,BOLGATANGA,KINTAMPO
01HFP44KEQ7G7PPKMTC92KHWA6,ACCRA,KINTAMPO
01HFP5NQM9TTGEPCB57VCPVDGG,ACCRA,KINTAMPO
01HFP6P8ZH62786NSQ1MPKARWY,ACCRA,KINTAMPO
01HFP6VVRCCY2W2WC868PC9A5Q,KOFORIDUA,KINTAMPO
01HFP7E7ARM2W555AJDHJXJQ83,TEMA,KINTAMPO
01HFP8TYWGQVXBTQ5YQ7TBV6Y0,KOFORIDUA,KINTAMPO
01HFP92MA18SD4V2C2A2XDMNRR,BOLGATANGA,KINTAMPO
01HFP92QYTVVYD58R7C378TC0Z,ACCRA,KINTAMPO
01HFP9355FQKCZJPGA5SX4F8F8,ACCRA,KINTAMPO
01HFP9D4C9X21X53E2470ZB31W,KOFORIDUA,KINTAMPO
01HFVP1C1H1GD87WAZQY8HZ2HE,ACCRA,KINTAMPO
01HFVPRVDDTH70XM6GA5CDZFMY,KOFORIDUA,KINTAMPO
01HG8K0B6S2MNVRJZ8ZN56ZM97,TEMA,KINTAMPO
01HG0VDZ352N8JCMR641BE12PK,ACCRA,KINTAMPO
01GR9AWDFK13P3NC95E6BZB2MT,BOLGATANGA,KINTAMPO
01HG0Q9YZYX5NVS0YYQHZNDPE3,ACCRA,KINTAMPO
01HG0QFRCDD6QRSMWSJ2ZJC8E7,TEMA,KINTAMPO
01HG0QTB02B5058K584Q2CKA3Q,TEMA,KINTAMPO
01HG0SAJEW84572GEST9MB69MA,ACCRA,KINTAMPO
01HG0SBE2XA9GMC61JXT90749G,KOFORIDUA,KINTAMPO
01GR9AHZNDC6NGZRPTSB6Y8SSZ,KOFORIDUA,KINTAMPO
01HG0T5A2CXZ2R11BBT55FWJXH,KOFORIDUA,KINTAMPO
01HG0TY5M2TD907ZT4RSHD830B,BOLGATANGA,KINTAMPO
01HG0V2FB5JDDZFCQWPEJCEE5R,ACCRA,KINTAMPO
01GR9A88SJDJYWVXJ02YJDG48V,TEMA,KINTAMPO
01HG0PGX7C7A0AQ5SCH76Q3ZJY,KOFORIDUA,KINTAMPO
01HG0VPZJNE9W5QJK591TA1EW9,BOLGATANGA,KINTAMPO
01HG0VT6GA33XEF1F85BG8WPAN,ACCRA,KINTAMPO
01HG0W94AKK68XQG6XZ32E6264,ACCRA,KINTAMPO
01HG0WBQ4DSAABPC0FV1FREEF1,KINTAMPO,KINTAMPO
01HG0WP5M0YEQVJG42AWJCX5NP,KOFORIDUA,KINTAMPO
01HG0X2ZGN0KQRW1N28GHT57TG,BOLGATANGA,KINTAMPO
01GR9A0BHSF643A6W0SEKY1HH6,TEMA,KINTAMPO
01HG0XQJBGHFAEEEBENBNP3Y9F,ACCRA,KINTAMPO
01HG0ZGPY4EMVJNDG31TD2B261,ACCRA,KINTAMPO
01HG0ZS161PR9C2RVA6KDNNFPK,ACCRA,KINTAMPO
01HG0Q3PSSV04VJYFC4RSNKHNC,BOLGATANGA,KINTAMPO
01HG0NW8K89BYGNE4P4WEKPX6Y,KOFORIDUA,KINTAMPO
01HG103VFYDNPG66C9SEYVD54P,TEMA,KINTAMPO
01HG0EMVSPCA1P6T69G01J7X0D,ACCRA,KINTAMPO
01HFYE37P0351NKAP4KGET1XM9,KOFORIDUA,KINTAMPO
01HFYEGQ9DDYPZS4YMZ5AX7N0X,TEMA,KINTAMPO
01HFYEKW968W6T60K96XFXD4P0,ACCRA,KINTAMPO
01HFYHPPRAFX0WDFSPH1C04MB1,ACCRA,KINTAMPO
01HFYJCJE9MQM3JV8QMH3MJZ1E,ACCRA,KINTAMPO
01GR9DYJWNMMDXJZ7NQA06TXGV,BOLGATANGA,KINTAMPO
01HG0BGKC8XD4X9VEVQMN4KW2X,ACCRA,KINTAMPO
01HG0C2F21BG49MMZ4N8BS2E6W,TEMA,KINTAMPO
01HG0CBSAZNC9VVF956WDZPNZ0,TEMA,KINTAMPO
01HG0DDVS55N5BK8PRSAC1SQ8P,ACCRA,KINTAMPO
01HG0EPND6CW4C5A5MQNKPBWXJ,ACCRA,KINTAMPO
01GR9B9D9NJQNKPN7NZFAVQJB1,BOLGATANGA,KINTAMPO
01GR9D5SMGDHQETS1E8X219GRP,TEMA,KINTAMPO
01HG0H0H6XKKD0DZM72E9CRT32,BOLGATANGA,KINTAMPO
01HG0HG2DK4T5VM5AE042FR8TZ,KOFORIDUA,KINTAMPO
01HG0HN9KYHRNJEJKJ1X4S97JG,ACCRA,KINTAMPO
01HG0HTNDYD3KYN27H453FN6TM,ACCRA,KINTAMPO
01HG0JW95F9JA35XEDVH5N7S0V,ACCRA,KINTAMPO
01HG0KAH6ZTQTA0C20CYGKTMQ1,BOLGATANGA,KINTAMPO
01HG0M85PS7F6T99XKYEFGK10X,KOFORIDUA,KINTAMPO
01HG0N505WC22A2XTYZ10N7CTP,ACCRA,KINTAMPO
01GR9BDYNY0RFE9HRM6GRERPJB,BOLGATANGA,KINTAMPO
01HG102DGJ0JJD0B15CS5GZ8H6,TEMA,KINTAMPO
01HG1069KW15YEXJRPZ1CE6G5V,TEMA,KINTAMPO
01HFVQG9R3F1NX6MDF7V1FA5J2,ACCRA,KINTAMPO
01HG8HXEEZ1328GNZ2992Y8FZM,KOFORIDUA,KINTAMPO
01GR75DPQXJMAM0R25EG50KEAF,BOLGATANGA,KINTAMPO
01HG8DATCWDAWAGPR9FRK4RKW1,KOFORIDUA,KINTAMPO
01HG8EDDZ6WYAA1WZW5RHWDT18,ACCRA,KINTAMPO
01HG8ETWB5S83A2CX1XYSV82CR,TEMA,KINTAMPO
01HG8EYSCDG44EZ72YXNKPXJYG,TEMA,KINTAMPO
01HG8F8MDD403BF3XRSB21WMVP,TEMA,KINTAMPO
01HG8H7P1DC8WRWT9WSR7ZKGQH,KOFORIDUA,KINTAMPO
01HG8HD5WEJWB5WSA6AF2NQTJ1,TEMA,KINTAMPO
01GR72RHZNGSX5V29QK9DPE4Y8,BOLGATANGA,KINTAMPO
01HG8HNQ5C1VKCVSN2XG1987FV,ACCRA,KINTAMPO
01GR72PY79RJ00Q61NZHBK72AY,BOLGATANGA,KINTAMPO
01HG8BTKKWADHVZ9XZYJ6T21E2,ACCRA,KINTAMPO
01GR72PESEQVGKQHMNWH97V8B0,BOLGATANGA,KINTAMPO
01HG8J7S3AJ5W5GPR4X9J4PW2Y,TEMA,KINTAMPO
01HG8JFXC5CANYR24T2B4MDDX9,ACCRA,KINTAMPO
01HG8JH0ZVAKCQS6B6JZCG2T1M,ACCRA,KINTAMPO
01HG8JRT662C30JEVHCW7YD7ZM,KOFORIDUA,KINTAMPO
01HG8JVK31FDQX1GJ07K1CX2A2,KOFORIDUA,KINTAMPO
01GR72BJ3GV5Z064CVM3XFJPG1,BOLGATANGA,KINTAMPO
01HG8JVQ002DKDC463BSVEPX5B,ACCRA,KINTAMPO
01HG8JZRW4XBF3T3RK97CX1B41,ACCRA,KINTAMPO
01GR728FMFWD91M3HKQT8H2RPA,BOLGATANGA,KINTAMPO
01HG8CKHEYG1TBSGYMKP9GKGNR,ACCRA,KINTAMPO
01HG8BSNBCNJD81SJJEHZARB87,KOFORIDUA,KINTAMPO
01HG106GG0407DN1054CK7AA95,TEMA,KINTAMPO
01HG81A40FYJ887B0CN5NP2W7Z,ACCRA,KINTAMPO
01HG10BQZ6ZW8W5H0HVD9KQS80,ACCRA,KINTAMPO
01HG10GD6FQ0HCENH228TKW7G4,ACCRA,KINTAMPO
01HG10GQF3Y766ETE0NKBY2DC8,BOLGATANGA,KINTAMPO
01GR94GB091NS8PD78QV12Q0RN,BOLGATANGA,KINTAMPO
01HG117AC5E684V8G54Y3BPJTB,BOLGATANGA,KINTAMPO
01HG11MXHVYF1ZRAY3Z4G2BJBV,TEMA,KINTAMPO
01GR93R684P20RX2FWK2WFNSWK,TEMA,KINTAMPO
01HG12DRB2XAGEZ6AME6P0ZVEY,TEMA,KINTAMPO
01GR938N23W1VGAQQQ1346SRVG,TEMA,KINTAMPO
01HG7ZZSTZ8K9ZQR78YBACAKEH,ACCRA,KINTAMPO
01GR923TTZ1RNB0E1RSZHWK8T0,BOLGATANGA,KINTAMPO
01HG8BCC77CXHSJH21AYE15DSK,ACCRA,KINTAMPO
01HG81M7FGEABNTWR6W26JVD50,BOLGATANGA,KINTAMPO
01HG81RGC0PKBBH66PVEF95CHC,ACCRA,KINTAMPO
01HG82CS5SAMNM2QJ7FNMHRAEA,ACCRA,KINTAMPO
01GR91W32WH6H2XAF5GZK4VSFP,KOFORIDUA,KINTAMPO
01HG87VAFA4QEZDE06A7SZFNRG,KOFORIDUA,KINTAMPO
01HG88FH726T84D25PDKN7SHRR,ACCRA,KINTAMPO
01HG89S1B9X45AVK0R77GVR70E,TEMA,KINTAMPO
01GR8ZJRVKCZ1G5RV38Z3YB6K7,TEMA,KINTAMPO
01HG89TASBMHKJKS1R0A57PH6T,ACCRA,KINTAMPO
01HG8B5Q2H0VVMQHM0VEQTE6VB,TEMA,KINTAMPO
01HFYE09T918Q2QBQRSA7KT9NM,KINTAMPO,KINTAMPO
01HFYDZW32X5ZR3J0H41NS1054,TEMA,KINTAMPO
01HFYDS94AVKVJ13ES96PHHZW9,ACCRA,KINTAMPO
01HFVZK684XZM7Y1BMGEY62T8A,ACCRA,KINTAMPO
01HFVVS3W5YTN9SSAY9F2MJ6MZ,ACCRA,KINTAMPO
01HFVW5W9044MYP0BJHJ7594K2,ACCRA,KINTAMPO
01HFVW62PE16VZEAK6DTHRRT9S,TEMA,KINTAMPO
01GRBC0KD7AQCMZQ96DE3CC90N,BOLGATANGA,KINTAMPO
01HFVWPAH54V2YB5VP10AWHT5J,BOLGATANGA,KINTAMPO
01HFVWX3SFME97SQY29S51ZWR3,ACCRA,KINTAMPO
01HFVX35WXTYRSAJDZNKF3YMFS,ACCRA,KINTAMPO
01HFVX4185XEE9QDPYM74DTFTN,KOFORIDUA,KINTAMPO
01HFVY2SF6MHB4K6YR56AW6F10,ACCRA,KINTAMPO
01HFVY6DX84MWHAKCYXVRZSQS5,BOLGATANGA,KINTAMPO
01HFW0Q52MEAR3YH0P4SJQ550T,ACCRA,KINTAMPO
01HFVTV6KHKSSJWHHDK85EC6HG,TEMA,KINTAMPO
01HFW27WWCG79S13FTXSH9S695,KOFORIDUA,KINTAMPO
01HFXQ7SZ1EFKKWEVGY9E3WPVC,ACCRA,KINTAMPO
01HFXQAVWXBV945NK6WKTWCWSF,KOFORIDUA,KINTAMPO
01GR9M78MNJ4WM9GF3EPZQ5870,KOFORIDUA,KINTAMPO
01HFXW2PC7AEH393KPV7NC5Z5R,ACCRA,KINTAMPO
01GR9KPRN3DHMYQX44KG295H9D,KOFORIDUA,KINTAMPO
01HFXXXSWJAP383H1W1P7K061T,TEMA,KINTAMPO
01HFXYS15VG37MRVVTWPTJ1MBC,ACCRA,KINTAMPO
01HFXZ6HBXBYZNXFHVAJB4QYT0,KOFORIDUA,KINTAMPO
01HFXZCGSHGEX8GT2729RD9KMG,TEMA,KINTAMPO
01HFVVFGW3CAG0TS5T2SESXFEG,ACCRA,KINTAMPO
01GRBGKFHZCGMKNXZ4XADV6HAB,BOLGATANGA,KINTAMPO
01HFYDNZ626KZ7STMK5V31YJ20,KOFORIDUA,KINTAMPO
01HFVRT30N83QEK2KYXC9H7K0P,KOFORIDUA,KINTAMPO
01HFVQGZ5CYH5QQ8FG1HQTG1N4,TEMA,KINTAMPO
01HFVQKT74TC46AY1BK3QNDK9A,KOFORIDUA,KINTAMPO
01HFVQQXCSYXX5D4F3M3M9PE1W,KOFORIDUA,KINTAMPO
01HFVQZF820M2SAEV2GPZBFZYE,TEMA,KINTAMPO
01HFVR37MK76ZA7BP1Y741ZDYC,ACCRA,KINTAMPO
01HFVR98BV6DJHVFWWWG2R2C8T,ACCRA,KINTAMPO
01HFVREK51AZVPWG7CCEM4G0QW,ACCRA,KINTAMPO
01HFVRHM8RKZX5CM6ECC7NQ1QP,BOLGATANGA,KINTAMPO
01HFVRMKHQY2ASDYJTPTFJEDM9,KINTAMPO,KINTAMPO
01HFVRQPAYM69805616NMWTG3V,ACCRA,KINTAMPO
01HFVRY0R4MY9XM5B5Y055QPAT,ACCRA,KINTAMPO
01HFVTECKQ8B6JRJGKFC2JX6TP,ACCRA,KINTAMPO
01HFVS1CWGCWSXZDN73B69SVWG,ACCRA,KINTAMPO
01HFVS9AFNSE0J7ZRTKFV4PRPC,ACCRA,KINTAMPO
01HFVSDP25ZZC3V3SA3YBCYPBP,KOFORIDUA,KINTAMPO
01HFVSKG6V8V7FN8D5NB21R0KJ,ACCRA,KINTAMPO
01HFVSQC8XQM3N3KEANM25GQA9,KOFORIDUA,KINTAMPO
01GRBHMHG6MFDTTSRS7P472PBC,TEMA,KINTAMPO
01HFVSWWPS24T3AGR06QN8WFJM,ACCRA,KINTAMPO
01HFVT61VKW97ERNEXC7J1M2WM,KOFORIDUA,KINTAMPO
01HFVTBAZSEP7M155FGFEFCEW7,TEMA,KINTAMPO
01HFVTCSHQCKG22TKDWRDPD7D1,TEMA,KINTAMPO
01HFY0FGSWP5ZVTVV1EV0XY3MA,TEMA,KINTAMPO
01HFY0JYF5KQDZ3WT7P0CQX48Q,KOFORIDUA,KINTAMPO
01HFY0WZMQ7XTDX0QP110RBJ92,TEMA,KINTAMPO
01HFYBBV64Q2YGS7E2H1GEW3FV,KOFORIDUA,KINTAMPO
01GR9GQYH2QWQGF32K3GZ2G1Y8,TEMA,KINTAMPO
01HFYA42J5J2C523JWQNH15KWH,BOLGATANGA,KINTAMPO
01HFYA7YG93P69NHNDWME63GAJ,ACCRA,KINTAMPO
01HFYACCHG85SCP9CP5FBTR84Z,KINTAMPO,KINTAMPO
01HFYAEWZBAYBX3SGQF27JA5W3,ACCRA,KINTAMPO
01HFYAGD3HKTJ659PZ6B64EMJQ,ACCRA,KINTAMPO
01GR9G433T1QZGSV6XPZ367S1S,KINTAMPO,KINTAMPO
01HFYAJA8A3EQWX0BBBJ4BBVMB,ACCRA,KINTAMPO
01HFYB7JW8MPD9ANQ1AP1F4SQM,TEMA,KINTAMPO
01HFYBBFKCAV5VV5PMMP0CKZYY,ACCRA,KINTAMPO
01HFYBJ3X39KZ18ERAXM84CP7T,ACCRA,KINTAMPO
01HFY17WA2WHY34V8DR3VNP0D9,TEMA,KINTAMPO
01GR9FFFJ52Z5MX6K7ZXAQZ45A,TEMA,KINTAMPO
01HFYBWEEMF5NVKV4QVQFGKTT6,BOLGATANGA,KINTAMPO
01HFYC9M0K2061FEAWPT03PA27,ACCRA,KINTAMPO
01HFYCAV8QJPQ70KST352B3GBP,ACCRA,KINTAMPO
01HFYCCYEAEVCPHSBRKYH0J6G8,BOLGATANGA,KINTAMPO
01HFYCH81QXWFNS1D49G29PEX2,BOLGATANGA,KINTAMPO
01HFYCMXAPYY9KSN2CD7CBVKV9,TEMA,KINTAMPO
01HFYCNVKV2G61601TBB07Q3YD,TEMA,KINTAMPO
01HFYDDE0AS91NXPM8M6YZFNEB,KOFORIDUA,KINTAMPO
01HFYDGJEY2DHNDJWJW5G75N44,ACCRA,KINTAMPO
01HFY9EB8Y2Y34KAFPYPTX1S3F,BOLGATANGA,KINTAMPO
01HFY96Q7MC3C10NQN6KWZ2GSQ,KOFORIDUA,KINTAMPO
01GR9H0VG0D40TCYT8VV5X6F7R,TEMA,KINTAMPO
01GR9H1F38RPQK8HJWEJGKWTJK,TEMA,KINTAMPO
01HFY1C87PFSWBJHTWW24RYXXA,BOLGATANGA,KINTAMPO
01HFY1D1J9KK7KPSZAGH97QE31,BOLGATANGA,KINTAMPO
01HFY1GG2AZTZPN3TG6B7A0M9V,ACCRA,KINTAMPO
01HFY2G7PHEPKQP3GYT3Q4JDWA,ACCRA,KINTAMPO
01HFY316Y2S7AJEM75P35QNRGW,ACCRA,KINTAMPO
01GR9HZ1464EWHWC6264JJD5P6,BOLGATANGA,KINTAMPO
01HFY38HKP241FPF0XS8FZJG09,KOFORIDUA,KINTAMPO
01GR9HWJ5NQDPAP5VFQX9FFEY9,BOLGATANGA,KINTAMPO
01HFY4G49RFQNBD61J9K90J57B,BOLGATANGA,KINTAMPO
01HFY57KFH6A5YVAM641N048GA,ACCRA,KINTAMPO
01HFY5PMV4VXG6KKW02HBR1S6K,TEMA,KINTAMPO
01HFY695K0X84TBMM8E15WNVNE,TEMA,KINTAMPO
01HFY6MZ0506M6V4WFMWEW7GRV,TEMA,KINTAMPO
01GR9HE6DQQBWC4C7MPC6DE27W,TEMA,KINTAMPO
01HFY7K8EVJ1XDRDR3KXDZJFGW,TEMA,KINTAMPO
01HFY7MK6KP97VZ4G5T0YZ9DKR,TEMA,KINTAMPO
01GR9H9YD4WRXCNRCFPJNWD414,TEMA,KINTAMPO
01HFY8A7REQNNFE4G7151NR86Q,KOFORIDUA,KINTAMPO
01HFY8GVRCY57E7VCSP5DDGWVS,ACCRA,KINTAMPO
01HFY8PWGRYG7ZEYA9H7DANTF1,ACCRA,KINTAMPO
01HFY8VPA6R2SREGED3RBVXVYY,KINTAMPO,KINTAMPO
01HMGSTXS4V20SCZ0SX6TNZVTQ,KOFORIDUA,KINTAMPO
01HMGTQN4K4ZNTFWVD61V1PT7R,TEMA,KINTAMPO
01HTJE48ETTDM3FM4NT5KD0ZC2,BOLGATANGA,KINTAMPO
01HRCYNR11PHSQD763E5GN8PZ3,BOLGATANGA,KINTAMPO
01HRCVDV6Z13GA90YSY4DA1K3Z,ACCRA,KINTAMPO
01HRCVGFZSPAYJAEHTMV4YFNEN,KOFORIDUA,KINTAMPO
01GMB9X0JQ0YN9D99SGJV5PW5Y,BOLGATANGA,KINTAMPO
01HRCWZYD6EF7GYCCATD4PEVTV,ACCRA,KINTAMPO
01HRCXX187NQSKET6XTBMFEBZS,ACCRA,KINTAMPO
01HRCY2QXR9KSGNENAS4Z9YQZA,TEMA,KINTAMPO
01GMB8K44X0P0MZGWCW676VTMJ,TEMA,KINTAMPO
01HRCYK6NCVHJY03EHFYH8KK9P,ACCRA,KINTAMPO
01HRCYK744RPPVBVMJ2WED7GYC,BOLGATANGA,KINTAMPO
01HRCYMPFENB5TC2S64DWTJZX8,BOLGATANGA,KINTAMPO
01HRCYR930WEZV1V4N8560CEAC,BOLGATANGA,KINTAMPO
01HRCV0CN33W8SWBSJGHZ2Y93B,KOFORIDUA,KINTAMPO
01HRCYTSQ08H8P8TZAXQWTXWBX,ACCRA,KINTAMPO
01HREP5VQB3M7G31S0GQ5QZTK1,TEMA,KINTAMPO
01HRER08FY4S39XPWJ5JK6KHZ4,TEMA,KINTAMPO
01HRER9W5X58CVMDKG40X90DDF,ACCRA,KINTAMPO
01HRET5TPAJXY9KARXXWWW17T3,ACCRA,KINTAMPO
01HREVXF00W1SDVPGYR2RNAD21,ACCRA,KINTAMPO
01HREW9NDE6MQK04726JMEYM2W,ACCRA,KINTAMPO
01HREWCST7K3SJYC2W8DATG69M,ACCRA,KINTAMPO
01HREWDPY921BAQWNCE4YT4ZQQ,TEMA,KINTAMPO
01HREWQ4SVXKDA5HVRKNZN04NT,TEMA,KINTAMPO
01HRCVBHK0SXZGQJGYQ7S7DENX,TEMA,KINTAMPO
01GMBAE5PEXMGJ0B453NHZ8BX8,BOLGATANGA,KINTAMPO
01HREXM4X56EXE7MN5AHSMXKZT,TEMA,KINTAMPO
01HRCQQCKVYFXERSPHTN1P4S38,BOLGATANGA,KINTAMPO
01HRCMPFJGZWSQ3ZRNKMSEWDNE,KOFORIDUA,KINTAMPO
01HRCMW1QYSNV4Q0YJ6203KJ8P,KOFORIDUA,KINTAMPO
